business_id,full_address,mon_hours,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,open,categories,city,city.1,name,neighborhoods,longitude,latitude,state,stars
Lq0kV5Tp6QcAMP-OOnHCtA,"1155 S Higley Rd
Mesa, AZ 85206",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,False,"Greek,Mediterranean,Restaurants",Mesa,13,Ariana's Kabob & Gyros,,-111.718791,33.394408,AZ,3.5
DTaaI8_d5bcFBWbiisls4w,"2790 E Flamingo Rd
Eastside
Las Vegas, NV 89121",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,False,"Persian/Iranian,Mediterranean,Restaurants",Las Vegas,12,Royal Persis,Eastside,-115.112467,36.11543,NV,3.5
Cl6KfeDfh9FfWYV5cbz-zw,"6115 S Fort Apache Rd
Ste 100
Spring Valley
Las Vegas, NV 89148",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 23:00,11:00 - 23:00,11:00 - 22:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Las Vegas,152,Khoury's Mediterranean Restaurant,Spring Valley,-115.2986223,36.0770695,NV,3.5
bNXbX9sAyRb971A0-tIPrw,"4568 E Cactus Rd
Phoenix, AZ 85032",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 21:00,False,"Persian/Iranian,Mediterranean,Restaurants",Phoenix,14,Persian King,,-111.9834389,33.6011167,AZ,3.5
5_TX9FincQ29TOSLDfFxUQ,"751 N High Point Rd
Wexford
Madison, WI 53717",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,16:00 - 22:00,16:00 - 21:00,True,"Italian,Mediterranean,Restaurants",Madison,43,Oliva,Wexford,-89.51836829999998,43.0761711,WI,3.5
MPziC5MO2QQiYVAMM3fdSw,"4231 E Indian School Rd
Phoenix, AZ 85018",16:30 - 21:30,16:30 - 21:30,16:30 - 21:30,16:30 - 21:30,16:30 - 21:30,16:30 - 21:30,16:30 - 21:30,False,"Restaurants,Mediterranean,Italian",Phoenix,56,La Fontanella Restaurant,,-111.98959,33.4949597,AZ,3.5
l8uDeX2E58RBEc6FfQpdHw,"933 E University Dr
Ste 115
Tempe, AZ 85281",10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,False,"Vegetarian,Mediterranean,Restaurants",Tempe,57,Tsom Vegetarian Flavors,,-111.9247139,33.421350800000006,AZ,3.5
7-vGQpfj0RcOD-Cy7CXDiA,"2580 W Chandler Blvd
Ste 3
Chandler, AZ 85224",10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 21:00,10:30 - 21:00,11:00 - 18:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Chandler,54,Pita Heaven,,-111.88557,33.306806,AZ,3.5
XBm9ffI2pK-A_HcoHXAbcQ,"525 S Mill Ave
Tempe, AZ 85281",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 00:00,11:00 - 00:00,11:00 - 23:00,True,"Greek,Mediterranean,Restaurants",Tempe,140,My Big Fat Greek Restaurant,,-111.9398454,33.4247786,AZ,3.5
IceZ4BtTz76eppjNWm-c6A,"1030 NW Grand Ave
Phoenix, AZ 85007",06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 22:00,06:00 - 00:00,09:00 - 00:00,10:00 - 15:00,False,"Greek,Mediterranean,Restaurants",Phoenix,60,Paisley Violin,,-112.086757,33.4549264,AZ,3.5
3CXIK5KjXAPf90pZY_aazA,"5023 W Olive Ave
Glendale, AZ 85302",,,,,,,,False,"Greek,Persian/Iranian,Mediterranean,Restaurants",Glendale,17,Shish Kebab House,,-112.1707057,33.56750460000001,AZ,3.5
mSARPsn69D62ugw3rJxOtQ,"3111 W Chandler Blvd
Chandler, AZ 85226",10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,11:00 - 18:00,True,"Middle Eastern,Greek,Mediterranean,Restaurants",Chandler,17,Gyro King,,-111.9026145,33.3052343,AZ,3.5
SKO1eefgrWjTp-NnsS7FTw,"6420 S Pecos Rd
Southeast
Las Vegas, NV 89120",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,True,"Mediterranean,Restaurants",Las Vegas,126,Parsley Mediterranean Grill,Southeast,-115.100413,36.072381,NV,3.5
OXLegbUo6HA3DN3lBFTsUg,"316 State St
Capitol
Madison, WI 53703",11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,True,"Greek,Mediterranean,Restaurants",Madison,81,Parthenon Gyros Restaurant,Capitol,-89.3906223,43.07490479999999,WI,3.5
BNOFxq6AAXamgLw_tzbe7Q,"16 W Adams St
Phoenix, AZ 85003",,,,,,,,True,"Burgers,Hot Dogs,Mediterranean,Restaurants",Phoenix,25,Coney Island Grill,,-112.0742949,33.4494411,AZ,3.5
EDJCvbklEbHU1e1sOfBreg,"4680 S Maryland Pkwy
University
Las Vegas, NV 89119",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 02:00,10:30 - 02:00,10:30 - 19:00,True,"Greek,Fast Food,Mediterranean,Restaurants",Las Vegas,49,Pita Pit,University,-115.1367851,36.104435,NV,3.5
8lLkZOfXbSMumZC-v08GaA,"8380 W Sahara Ave
Westside
Las Vegas, NV 89117",11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,11:00 - 01:00,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Las Vegas,252,Paymon's Mediterranean Cafe & Hookah Lounge,Westside,-115.273936,36.144668,NV,3.5
RO1fBofbml7ygeY2AiWFYg,"5255 S Decatur Blvd
Ste 115
Las Vegas, NV 89118",07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,07:00 - 16:00,True,"Food,Coffee & Tea,Mediterranean,Breakfast & Brunch,Restaurants",Las Vegas,120,The Daily Egg,,-115.2088673,36.09445720000001,NV,3.5
Y-owGVK9wY-kZYPwG30nZw,"225 S Century Ave
Waunakee, WI 53597",,,,,,,,True,"Mediterranean,Diners,Restaurants",Waunakee,7,Spring Garden Restaurant,,-89.4617535,43.1900279,WI,3.5
7NMvQUStQYd0ArBNnqAWtg,"2969 Cahill Main
Fitchburg, WI 53711",16:00 - 19:00,16:00 - 19:00,16:00 - 19:00,16:00 - 19:00,16:00 - 19:00,16:00 - 19:00,,True,"Mediterranean,Restaurants",Fitchburg,12,Tuscany Mediterranean Grill,,-89.4232997,43.0165531,WI,3.0
AqYrDAMzoRER7Mj8bJqAXQ,"8 North Bridge
Old Town
Edinburgh EH1 1",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,,True,"Middle Eastern,Fast Food,Mediterranean,Restaurants",Edinburgh,8,Zenobia,"Old Town,Royal Mile",-3.1879677,55.9510507,EDH,3.0
BcuFT-gQj6Epl56ZAWJIdA,"209 W Jackson St
Phoenix, AZ 85003",07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,07:00 - 15:00,,,True,"American (Traditional),Mediterranean,Restaurants",Phoenix,12,ZeeZ Grill,,-112.076896,33.4447199,AZ,3.0
6UGAtEw8TH6J6YeRRZpwKg,"3801 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109",18:00 - 00:00,18:00 - 00:00,18:00 - 02:00,20:00 - 03:00,20:00 - 03:00,11:30 - 18:00,11:30 - 18:00,False,"Mediterranean,Restaurants",Las Vegas,49,Bagatelle Las Vegas,Eastside,-115.146372,36.124423,NV,3.0
t4pkeGscooStLjy-Js5Byw,"16447 N Scottsdale Rd
Ste 101
Scottsdale, AZ 85254",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,False,"Greek,Mediterranean,Restaurants",Scottsdale,55,Daphne's California Greek,,-111.9240654,33.63566702,AZ,3.0
omWFwLRqI3VTcM46L8-qaA,"3600 University Ave
Madison, WI 53705",10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,10:30 - 22:00,True,"American (New),Mediterranean,Restaurants",Madison,6,Noodles & Company,,-89.4492329,43.07567412,WI,3.0
bjUH-01t834CVg0Yl0CLWQ,"400 E Van Buren St
Phoenix, AZ 85004",,,,,,,,True,"Greek,Pizza,Mediterranean,Restaurants",Phoenix,82,My Big Fat Greek Restaurant,,-112.06869740000002,33.45243407,AZ,3.0
Dh-jKrXlivowMGDtfD_gug,"222 East University Dr
Tempe, AZ 85281",11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,11:00 - 03:00,11:00 - 03:00,11:00 - 03:00,12:00 - 03:00,False,"Mediterranean,Sandwiches,Restaurants",Tempe,25,The Pita Pit,,-111.935883,33.422318,AZ,3.0
rLHVgSA8foTgapmzzUyamw,"5686 W Bell Rd
Glendale, AZ 85308",10:30 - 15:00,15:00 - 22:00,15:00 - 22:00,15:00 - 22:00,15:00 - 02:00,15:00 - 02:00,15:00 - 22:00,True,"Mediterranean,Middle Eastern,Event Planning & Services,Venues & Event Spaces,Restaurants",Glendale,28,Cleopatra,,-112.181582,33.640122,AZ,3.0
-I8JegdD-4huAo3z0A_ZhA,"4440 S Maryland Pkwy
Ste 109
University
Las Vegas, NV 89119",10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,10:30 - 22:30,12:00 - 21:00,True,"Persian/Iranian,Mediterranean,Restaurants",Las Vegas,38,Flame Kabob,University,-115.1372337,36.10864355,NV,3.0
yQW-kC_vmhmw78D62HKZdQ,"1639 W Warm Springs Rd
Henderson, NV 89014",10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,10:00 - 20:30,False,"Mediterranean,Restaurants",Henderson,8,Mediterranean Grill,,-115.0559333,36.0557242,NV,3.0
xvnh_wZ7xbfTCzVKGr_P5A,"3380 S Arville
Ste C
Westside
Las Vegas, NV 89102",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,10:30 - 21:00,True,"Italian,Mediterranean,Restaurants",Las Vegas,10,Sofia's Cafe,Westside,-115.1988518,36.12866470000001,NV,3.0
VVPVg9aJzNczTgeM36TGJw,"2855 W Ray Rd
Chandler, AZ 85224",,,,,,,,False,"Greek,Mediterranean,Restaurants",Chandler,10,Daphne's Greek Cafe,,-111.8904425,33.3203241,AZ,3.0
Gw8DsQQCO5m1hggXqwynFg,"402 E Greenway Blvd
Phoenix, AZ 85073",,,,,,,,False,"Greek,Mediterranean,Restaurants",Phoenix,23,Greek Patio,,-112.068404,33.637793,AZ,3.0
TQhP4vCMjvX527YMxPfuUA,"10625 N Tatum Blvd
Phoenix, AZ 85028",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 23:00,11:00 - 23:00,11:00 - 22:00,True,"Greek,Mediterranean,Restaurants",Phoenix,104,My Big Fat Greek Restaurant,,-111.9770187,33.5834449,AZ,3.0
NJK4GW2pjvmvAPQ_OXMHQw,"8826 S Eastern Ave
Las Vegas, NV 89123",11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 02:00,11:00 - 03:00,11:00 - 01:00,True,"Mediterranean,Middle Eastern,Restaurants",Las Vegas,59,Ali Baba Cuisine,,-115.116608,36.029158,NV,3.0
j68EhQdQZUg4GiS-3dIIBw,"34 Bread St
Old Town
Edinburgh EH3 9AF",,,,,,,,True,"Bars,Mediterranean,Nightlife,Restaurants",Edinburgh,4,Monboddo,Old Town,-3.2033489,55.94578610000001,EDH,3.0
btay-zbv6GGEp6c3Wg2MSw,"171 N Gibson Rd
Henderson, NV 89014",10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,,True,"Greek,Mediterranean,Middle Eastern,Restaurants",Henderson,39,Manna Mediterranean,,-115.0298537,36.0394128,NV,3.0
-3yID57d0cMpYZZr13CTHw,"138 Bruntsfield Pl
Bruntsfield
Edinburgh EH10 4ER",09:00 - 19:00,09:00 - 19:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,10:00 - 16:00,False,"Breakfast & Brunch,Mediterranean,Restaurants",Edinburgh,7,Ooud Kitchen,Bruntsfield,-3.2084101,55.9365693,EDH,3.0
ivi5jHjmf2uV8faGJ9Rfig,"1910 Village Center Cir
Ste 7
Summerlin
Las Vegas, NV 89134",10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,11:00 - 21:00,12:00 - 20:00,True,"Mediterranean,Restaurants",Las Vegas,48,Sultan's Grill,Summerlin,-115.3055866,36.1929381,NV,3.0
0Bilf-3-J8hIekQVWyRGWg,"17191 N Litchfield Rd
Surprise, AZ 85374",11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 22:00,11:00 - 22:00,,False,"Greek,Restaurants,Mediterranean,Italian",Surprise,7,Mike's Greek & Italian Cuisine,,-112.3594317,33.6403184,AZ,3.0
tO_iqxmqoVtALIeA-dxJLQ,"1825 E University Dr
Tempe, AZ 85281",,,,,,,,True,"Greek,Mediterranean,Restaurants",Tempe,4,Theo's Spartan Grill,,-111.9092417,33.4218916,AZ,3.0
u0cuE27NIdXAil6i-scRGw,"8565 W Sahara Ave
Westside
Las Vegas, NV 89117",11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 00:00,11:00 - 00:00,11:00 - 23:00,True,"Greek,Mediterranean,Restaurants",Las Vegas,78,The Mad Greek,Westside,-115.278464,36.1428,NV,3.0
mNyXXerIPD8Zer88YidV4w,"150 University Avenue W
Waterloo, ON N2L 3E4",,,,,,,,True,"Mediterranean,Restaurants",Waterloo,6,Almadina Egyptian Cuisine,,-80.5353761,43.4723904,ON,3.0
wzk5FU5ccZeRduXzbDzcOw,"6599 Las Vegas Blvd
Bldg P, Ste B150
Southeast
Las Vegas, NV 89119",12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 02:00,11:00 - 02:00,11:00 - 22:00,False,"Bars,Wine Bars,Mediterranean,Greek,Nightlife,Restaurants",Las Vegas,24,Grape Vegas,Southeast,-115.1776615,36.068614200000006,NV,3.0
6tq-oJui3bsePoAFn6x-sQ,"1158 W Washington St
Tempe, AZ 85281",10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,11:00 - 16:00,,True,"Mediterranean,Restaurants",Tempe,38,Sami's Gyros,,-111.92134140000002,33.42284828,AZ,3.0
lHWkpPjN8IuVq-Chn5n8PA,"505 S Mill Ave
Tempe, AZ 85281",11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,11:00 - 02:00,False,"Greek,Mediterranean,Nightlife,Dance Clubs,Restaurants",Tempe,48,Crave Cafe & Lounge,,-111.9398439,33.4252092,AZ,3.0
IsFQ32WyFS3WSoXjUJ1dcQ,"4220 W Summit Walk Ct
Ste 1202
Anthem, AZ 85086",,,,,,,,False,"Greek,Mediterranean,Restaurants",Anthem,7,Cafe Afify,,-112.1512485,33.8701661,AZ,3.0
CF3dd_PNGAjK_Lo0eETTUA,"3049 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109",,,,,,,,False,"Greek,Mediterranean,Restaurants",Las Vegas,27,The Mad Greek Cafe,The Strip,-115.1648858,36.1314439,NV,3.0
c5awK9N87I8DiEvVrNDEMg,"6447 E Southern Ave
Mesa, AZ 85206",,,,,,,,True,"Greek,Mediterranean,Restaurants",Mesa,55,My Big Fat Greek Restaurant,,-111.6927462,33.3936604,AZ,3.0
Z98h1BhssZeFfZvcVTYOpw,"223 E Brown Rd
Mesa, AZ 85201",10:30 - 00:00,10:30 - 00:00,10:30 - 00:00,10:30 - 02:00,10:30 - 02:00,10:30 - 02:00,10:30 - 00:00,True,"Italian,Mediterranean,Pizza,Restaurants",Mesa,18,"MAYA New York Pizza, Bar & Grill",,-111.826084,33.434384,AZ,2.5
bS6d_0qYc4Qt43-0Tr3xkQ,"440 W Warner Rd
Tempe, AZ 85284",,,,,,,,True,"Greek,Mediterranean,Restaurants",Tempe,4,Zorbas Grill,,-111.9445728,33.3350531,AZ,2.5
OwZGnPRa4ey7uVtmtkgOxw,"1851 Monroe St
Vilas
Madison, WI 53711",17:00 - 21:00,11:00 - 15:00,11:00 - 15:00,17:00 - 21:00,11:00 - 22:00,11:00 - 22:00,09:00 - 14:00,False,"Mediterranean,Restaurants",Madison,8,The Dardanelles,Vilas,-89.416916,43.064708,WI,2.5
EorbNAe004JPljoJlcBMog,"2101 S Decatur Blvd
Trader Joe's Plaza
Las Vegas, NV 89136",,,,,,,,False,"Greek,Mediterranean,Middle Eastern,Restaurants",Las Vegas,5,Lily's Persian & Mediterranean Cuisine,,-115.136389,36.175,NV,2.5
1qTt_LcXVJ6b_5OXvnDLTg,"855 E Twain Ave
Ste 101
Eastside
Las Vegas, NV 89169",,,,,,,,True,"Kosher,Mediterranean,Restaurants",Las Vegas,13,Haifa Restaurant,Eastside,-115.14491,36.12155900000001,NV,2.5
u37MZNUTDE3ijQraArwLrA,"380 W Sahara Ave
The Strip
Las Vegas, NV 89102",10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,True,"Mediterranean,Restaurants",Las Vegas,8,Pumpkin & Pecan Shish Kabob Shop,The Strip,-115.1627872,36.1440399,NV,2.5
jS3cHd1E5TuUZbQWpBZqVg,"6593 Las Vegas Blvd S
Ste 222
Southeast
Las Vegas, NV 89119",00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,00:00 - 00:00,True,"Irish,American (New),Mediterranean,Restaurants",Las Vegas,118,McFadden's Restaurant and Saloon,Southeast,-115.1776797,36.0684803,NV,2.5
H0QkByri08NTgd8KEdyCsw,"777 S College Ave
Tempe, AZ 85281",,,,,,,,True,"American (New),Mediterranean,Restaurants",Tempe,7,Extreme Pita,,-111.9349687,33.4222436,AZ,2.5
F706EOWbbOe_zdXrVc0jew,"McCarran International Airport Concourse E
5757 Wayne Newton Blvd
Southeast
Las Vegas, NV 89111",,,,,,,,True,"Food,Mediterranean,Restaurants",Las Vegas,5,La Tapenade Mediterranean Cafe,Southeast,-115.133261,36.08040931,NV,2.0
iRIqMJbQ_BBFkQC5oU9SOg,"9864 W Peoria Ave
Peoria, AZ 85345",11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 21:00,11:00 - 02:00,11:00 - 20:00,False,"Lebanese,Mediterranean,Middle Eastern,Restaurants",Peoria,3,Nineveh Restaurant,,-112.27166509999998,33.5803521,AZ,2.0
7u55OIKwMmnWGnobEEUNvg,"505 S Mill Ave
Tempe, AZ 85281",,,,,,,,True,"Greek,Mediterranean,Restaurants",Tempe,4,La Pita Bar & Grill,,-111.9398439,33.4252092,AZ,2.0
pW2YJJHHDhs2GgMsbj9FbQ,"Superstition Springs Blvd
Mesa, AZ",,,,,,,,True,"Greek,Mediterranean,Restaurants",Mesa,3,Zita Mediterranean Eatery,,-111.6849409,33.383932,AZ,2.0
hUvLxFBm2e2rWyUfqwvl-A,"2135 E Camelback Rd
Phoenix, AZ 85016",,,,,,,,False,"Greek,Mediterranean,Restaurants",Phoenix,4,My Big Fat Greek Restaurant,,-112.035636,33.507982,AZ,2.0
9pUPWfv2SV6DpzJRIlDYeQ,"9500 S Eastern Ave
Southeast
Henderson, NV 89052",,,,,,,,False,"Greek,Mediterranean,Restaurants",Henderson,5,Greek Village Cafe,Southeast,-115.1185519,36.0169498,NV,1.5
